date,Irradiation
11/10/2022,2786.1
11/11/2022,2786.1
11/12/2022,2786.1
11/13/2022,2786.1
11/14/2022,2786.1
11/15/2022,2786.1
11/16/2022,2786.1
11/17/2022,2786.1
11/18/2022,2786.1
11/19/2022,2786.1
11/20/2022,2786.1
11/21/2022,2786.1
11/22/2022,2786.1
11/23/2022,2786.1
11/24/2022,2786.1
11/25/2022,2786.1
11/26/2022,2786.1
11/27/2022,2786.1
11/28/2022,2786.1
11/29/2022,2786.1
11/30/2022,2786.1
12/1/2022,2352.8
12/2/2022,2352.8
12/3/2022,2352.8
12/4/2022,2352.8
12/5/2022,2352.8
12/6/2022,2352.8
12/7/2022,2352.8
12/8/2022,2352.8
12/9/2022,2352.8
12/10/2022,2352.8
12/11/2022,2352.8
12/12/2022,2352.8
12/13/2022,2352.8
12/14/2022,2352.8
12/15/2022,2352.8
12/16/2022,2352.8
12/17/2022,2352.8
12/18/2022,2352.8
12/19/2022,2352.8
12/20/2022,2352.8
12/21/2022,2352.8
12/22/2022,2352.8
12/23/2022,2352.8
12/24/2022,2352.8
12/25/2022,2352.8
12/26/2022,2352.8
12/27/2022,2352.8
12/28/2022,2352.8
12/29/2022,2352.8
12/30/2022,2352.8
12/31/2022,2352.8
1/1/2023,3455.6
1/2/2023,3455.6
1/3/2023,3455.6
1/4/2023,3455.6
1/5/2023,3455.6
1/6/2023,3455.6
1/7/2023,3455.6
1/8/2023,3455.6
1/9/2023,3455.6
1/10/2023,3455.6
1/11/2023,3455.6
1/12/2023,3455.6
1/13/2023,3455.6
1/14/2023,3455.6
1/15/2023,3455.6
1/16/2023,3455.6
1/17/2023,3455.6
1/18/2023,3455.6
1/19/2023,3455.6
1/20/2023,3455.6
1/21/2023,3455.6
1/22/2023,3455.6
1/23/2023,3455.6
1/24/2023,3455.6
1/25/2023,3455.6
1/26/2023,3455.6
1/27/2023,3455.6
1/28/2023,3455.6
1/29/2023,3455.6
1/30/2023,3455.6
1/31/2023,3455.6
2/1/2023,4130.6
2/2/2023,4130.6
2/3/2023,4130.6
2/4/2023,4130.6
2/5/2023,4130.6
2/6/2023,4130.6
2/7/2023,4130.6
2/8/2023,4130.6
2/9/2023,4130.6
2/10/2023,4130.6
2/11/2023,4130.6
2/12/2023,4130.6
2/13/2023,4130.6
2/14/2023,4130.6
2/15/2023,4130.6
2/16/2023,4130.6
2/17/2023,4130.6
2/18/2023,4130.6
2/19/2023,4130.6
2/20/2023,4130.6
2/21/2023,4130.6
2/22/2023,4130.6
2/23/2023,4130.6
2/24/2023,4130.6
2/25/2023,4130.6
2/26/2023,4130.6
2/27/2023,4130.6
2/28/2023,4130.6
3/1/2023,5005.6
3/2/2023,5005.6
3/3/2023,5005.6
3/4/2023,5005.6
3/5/2023,5005.6
3/6/2023,5005.6
3/7/2023,5005.6
3/8/2023,5005.6
3/9/2023,5005.6
3/10/2023,5005.6
3/11/2023,5005.6
3/12/2023,5005.6
3/13/2023,5005.6
3/14/2023,5005.6
3/15/2023,5005.6
3/16/2023,5005.6
3/17/2023,5005.6
3/18/2023,5005.6
3/19/2023,5005.6
3/20/2023,5005.6
3/21/2023,5005.6
3/22/2023,5005.6
3/23/2023,5005.6
3/24/2023,5005.6
3/25/2023,5005.6
3/26/2023,5005.6
3/27/2023,5005.6
3/28/2023,5005.6
3/29/2023,5005.6
3/30/2023,5005.6
3/31/2023,5005.6
4/1/2023,5633.3
4/2/2023,5633.3
4/3/2023,5633.3
4/4/2023,5633.3
4/5/2023,5633.3
4/6/2023,5633.3
4/7/2023,5633.3
4/8/2023,5633.3
4/9/2023,5633.3
4/10/2023,5633.3
4/11/2023,5633.3
4/12/2023,5633.3
4/13/2023,5633.3
4/14/2023,5633.3
4/15/2023,5633.3
4/16/2023,5633.3
4/17/2023,5633.3
4/18/2023,5633.3
4/19/2023,5633.3
4/20/2023,5633.3
4/21/2023,5633.3
4/22/2023,5633.3
4/23/2023,5633.3
4/24/2023,5633.3
4/25/2023,5633.3
4/26/2023,5633.3
4/27/2023,5633.3
4/28/2023,5633.3
4/29/2023,5633.3
4/30/2023,5633.3
5/1/2023,6158.3
5/2/2023,6158.3
5/3/2023,6158.3
5/4/2023,6158.3
5/5/2023,6158.3
5/6/2023,6158.3
5/7/2023,6158.3
5/8/2023,6158.3
5/9/2023,6158.3
5/10/2023,6158.3
5/11/2023,6158.3
5/12/2023,6158.3
5/13/2023,6158.3
5/14/2023,6158.3
5/15/2023,6158.3
5/16/2023,6158.3
5/17/2023,6158.3
5/18/2023,6158.3
5/19/2023,6158.3
5/20/2023,6158.3
5/21/2023,6158.3
5/22/2023,6158.3
5/23/2023,6158.3
5/24/2023,6158.3
5/25/2023,6158.3
5/26/2023,6158.3
5/27/2023,6158.3
5/28/2023,6158.3
5/29/2023,6158.3
5/30/2023,6158.3
5/31/2023,6158.3
6/1/2023,5844.4
6/2/2023,5844.4
6/3/2023,5844.4
6/4/2023,5844.4
6/5/2023,5844.4
6/6/2023,5844.4
6/7/2023,5844.4
6/8/2023,5844.4
6/9/2023,5844.4
6/10/2023,5844.4
6/11/2023,5844.4
6/12/2023,5844.4
6/13/2023,5844.4
6/14/2023,5844.4
6/15/2023,5844.4
6/16/2023,5844.4
6/17/2023,5844.4
6/18/2023,5844.4
6/19/2023,5844.4
6/20/2023,5844.4
6/21/2023,5844.4
6/22/2023,5844.4
6/23/2023,5844.4
6/24/2023,5844.4
6/25/2023,5844.4
6/26/2023,5844.4
6/27/2023,5844.4
6/28/2023,5844.4
6/29/2023,5844.4
6/30/2023,5844.4
7/1/2023,6344.4
7/2/2023,6344.4
7/3/2023,6344.4
7/4/2023,6344.4
7/5/2023,6344.4
7/6/2023,6344.4
7/7/2023,6344.4
7/8/2023,6344.4
7/9/2023,6344.4
7/10/2023,6344.4
7/11/2023,6344.4
7/12/2023,6344.4
7/13/2023,6344.4
7/14/2023,6344.4
7/15/2023,6344.4
7/16/2023,6344.4
7/17/2023,6344.4
7/18/2023,6344.4
7/19/2023,6344.4
7/20/2023,6344.4
7/21/2023,6344.4
7/22/2023,6344.4
7/23/2023,6344.4
7/24/2023,6344.4
7/25/2023,6344.4
7/26/2023,6344.4
7/27/2023,6344.4
7/28/2023,6344.4
7/29/2023,6344.4
7/30/2023,6344.4
7/31/2023,6344.4
8/1/2023,5772.2
8/2/2023,5772.2
8/3/2023,5772.2
8/4/2023,5772.2
8/5/2023,5772.2
8/6/2023,5772.2
8/7/2023,5772.2
8/8/2023,5772.2
8/9/2023,5772.2
8/10/2023,5772.2
8/11/2023,5772.2
8/12/2023,5772.2
8/13/2023,5772.2
8/14/2023,5772.2
8/15/2023,5772.2
8/16/2023,5772.2
8/17/2023,5772.2
8/18/2023,5772.2
8/19/2023,5772.2
8/20/2023,5772.2
8/21/2023,5772.2
8/22/2023,5772.2
8/23/2023,5772.2
8/24/2023,5772.2
8/25/2023,5772.2
8/26/2023,5772.2
8/27/2023,5772.2
8/28/2023,5772.2
8/29/2023,5772.2
8/30/2023,5772.2
8/31/2023,5772.2
9/1/2023,4980.6
9/2/2023,4980.6
9/3/2023,4980.6
9/4/2023,4980.6
9/5/2023,4980.6
9/6/2023,4980.6
9/7/2023,4980.6
9/8/2023,4980.6
9/9/2023,4980.6
9/10/2023,4980.6
9/11/2023,4980.6
9/12/2023,4980.6
9/13/2023,4980.6
9/14/2023,4980.6
9/15/2023,4980.6
9/16/2023,4980.6
9/17/2023,4980.6
9/18/2023,4980.6
9/19/2023,4980.6
9/20/2023,4980.6
9/21/2023,4980.6
9/22/2023,4980.6
9/23/2023,4980.6
9/24/2023,4980.6
9/25/2023,4980.6
9/26/2023,4980.6
9/27/2023,4980.6
9/28/2023,4980.6
9/29/2023,4980.6
9/30/2023,4980.6
10/1/2023,3969.4
10/2/2023,3969.4
10/3/2023,3969.4
10/4/2023,3969.4
10/5/2023,3969.4
