,month,date,hour,Hieu suat,Total input power(kW)
557,7,2022-07-23,11,75.6856822758051,105.537
558,7,2022-07-23,12,76.03359554733396,102.185
559,7,2022-07-23,13,79.0322016666726,97.115
560,7,2022-07-23,14,79.74977085838744,88.186
561,7,2022-07-24,8,75.03049119670176,77.491
562,7,2022-07-24,9,75.002358800846,91.08
563,7,2022-07-24,10,74.4061351574399,99.186
564,7,2022-07-24,11,74.66533371680276,102.306
565,7,2022-07-24,12,77.03557643538811,101.55
566,7,2022-07-24,13,79.08532559263836,98.788
567,7,2022-07-24,14,79.690308873416,89.366
568,7,2022-07-25,9,75.13142539909123,89.392
569,7,2022-07-25,10,74.30757309384802,99.666
570,7,2022-07-25,11,75.2999162386749,101.143
571,7,2022-07-25,12,76.79092903444923,101.106
572,7,2022-07-25,13,79.44488024115437,97.743
573,7,2022-07-25,14,79.96199486671357,89.24
574,7,2022-07-26,8,74.13047146186756,76.181
575,7,2022-07-26,9,74.44235972499146,90.543
576,7,2022-07-26,10,74.48877579847421,98.422
577,7,2022-07-26,11,75.0461454484767,101.794
578,7,2022-07-26,12,76.54399268366554,101.149
579,7,2022-07-26,13,79.76291426991158,97.884
580,7,2022-07-26,14,79.97194483353836,88.954
581,7,2022-07-27,9,74.50482243734834,88.546
582,7,2022-07-27,10,74.76239713950018,100.782
583,7,2022-07-27,11,75.24545814802195,103.84
584,7,2022-07-27,12,76.39133401064217,104.67
585,7,2022-07-27,13,79.93654801653634,97.605
586,7,2022-07-28,9,76.76246682265835,88.993
587,7,2022-07-28,10,77.08908757842973,99.556
588,7,2022-07-28,11,75.20676298987594,103.463
589,7,2022-07-28,12,77.56367504596798,100.327
590,7,2022-07-28,13,79.03871677379512,97.684
591,7,2022-07-28,14,79.54820544565537,88.797
592,7,2022-07-29,9,74.71240923627596,88.332
593,7,2022-07-29,10,74.77141250213921,95.873
594,7,2022-07-29,11,75.36767287439136,100.862
595,7,2022-07-29,12,76.31376764793804,100.143
596,7,2022-07-29,13,79.72305563679578,97.858
597,7,2022-07-29,14,79.77501166329104,87.652
598,7,2022-07-30,9,75.60711290391599,91.034
599,7,2022-07-30,10,74.5790085114325,98.802
600,7,2022-07-30,11,74.7545719186279,102.196
601,7,2022-07-30,12,75.70265205524456,101.719
602,7,2022-07-30,13,79.91000213560496,97.756
603,7,2022-07-30,14,79.67812764978113,89.181
604,7,2022-07-31,9,78.17341350130734,97.393
605,7,2022-07-31,10,73.96175008334085,98.779
606,7,2022-07-31,11,76.97019085270612,108.8
607,7,2022-07-31,12,74.84419494378471,109.188
608,7,2022-07-31,13,79.62101843952232,99.673
609,7,2022-07-31,14,79.99630295293363,86.699
610,8,2022-08-01,8,74.76152249145542,79.584
611,8,2022-08-01,9,75.27819778597156,90.151
612,8,2022-08-01,10,75.40860415484379,98.775
613,8,2022-08-01,11,77.49656791028922,108.005
614,8,2022-08-01,12,78.55252478518476,100.635
615,8,2022-08-01,13,79.61407952363614,100.846
616,8,2022-08-01,14,79.96673829540147,89.145
617,8,2022-08-02,8,74.1732209266975,76.298
618,8,2022-08-02,9,74.70943524133233,91.557
619,8,2022-08-02,10,74.36043700181442,100.236
620,8,2022-08-02,11,75.02814506463613,103.5
621,8,2022-08-02,12,76.95395042948351,104.581
622,8,2022-08-02,13,79.7745118448164,98.019
623,8,2022-08-03,9,74.28398170372805,91.931
624,8,2022-08-03,10,75.55547474679304,112.176
625,8,2022-08-03,11,74.28689872745315,108.301
626,8,2022-08-03,12,75.9974636218216,107.068
627,8,2022-08-03,13,78.32230254129108,102.319
628,8,2022-08-03,14,75.90706358458876,94.568
629,8,2022-08-04,8,74.58199827437055,77.441
630,8,2022-08-04,9,74.92000482366178,84.723
631,8,2022-08-04,10,74.72022022755,100.12
632,8,2022-08-04,11,74.9139913020824,105.126
633,8,2022-08-04,12,79.25399528282699,103.887
634,8,2022-08-04,13,79.48497960938771,100.506
635,8,2022-08-04,14,79.10218376715694,97.586
636,8,2022-08-05,9,76.23712226113139,103.938
637,8,2022-08-05,10,79.68957151480787,103.052
638,8,2022-08-05,11,74.33002008787842,106.309
639,8,2022-08-05,12,76.47632567170278,104.138
640,8,2022-08-06,10,79.23328042778137,78.526
641,8,2022-08-06,11,78.23182703393213,90.296
642,8,2022-08-06,12,79.74121386284705,76.482
643,8,2022-08-10,9,79.5827081685801,89.23
644,8,2022-08-10,13,79.9930440565889,76.76
645,8,2022-08-12,10,78.2054594576624,91.913
646,8,2022-08-12,11,78.33602787756715,91.445
647,8,2022-08-12,12,78.09428646982497,103.033
648,8,2022-08-12,13,78.74599608530013,77.052
649,8,2022-08-13,8,70.65866645659578,76.517
650,8,2022-08-13,9,75.24475406590197,81.5
651,8,2022-08-13,10,76.5268829827439,98.388
652,8,2022-08-13,11,74.0789481964254,103.632
653,8,2022-08-13,12,75.57498690698431,101.241
654,8,2022-08-13,13,79.27373186137793,99.51
655,8,2022-08-13,14,79.7626038247017,91.119
656,8,2022-08-14,9,74.45097792094778,87.203
657,8,2022-08-14,10,75.19803178843256,93.673
658,8,2022-08-14,11,75.73951554376183,104.179
659,8,2022-08-14,12,79.01352997731198,104.007
660,8,2022-08-14,13,79.23008861413847,99.195
661,8,2022-08-14,14,79.89525884250219,90.698
662,8,2022-08-15,9,74.34010516609096,83.259
663,8,2022-08-15,10,76.64636682763697,101.494
664,8,2022-08-15,11,74.3170772049753,103.856
665,8,2022-08-15,12,75.90448225497538,102.03
666,8,2022-08-15,13,76.34496586527969,99.773
667,8,2022-08-15,14,79.89129657534862,104.7
668,8,2022-08-16,9,74.95270638598336,83.204
669,8,2022-08-16,10,78.95272737330956,103.547
670,8,2022-08-16,11,79.60187149593663,105.316
671,8,2022-08-16,12,78.63198775868698,108.111
672,8,2022-08-16,13,79.25089091416702,103.549
673,8,2022-08-16,14,78.86036679558698,91.368
674,8,2022-08-17,8,79.88397456908012,83.161
675,8,2022-08-17,9,78.88285357917555,91.104
676,8,2022-08-17,10,73.62949840071032,97.848
677,8,2022-08-17,11,71.55941772108088,99.472
678,8,2022-08-17,12,74.52317393196032,96.021
679,8,2022-08-17,13,78.29566307691407,105.099
680,8,2022-08-17,14,72.18630248477736,96.587
681,8,2022-08-18,9,79.21766330970624,94.403
682,8,2022-08-18,10,74.14374545322595,101.834
683,8,2022-08-18,11,74.73414225481025,100.545
684,8,2022-08-18,12,77.42785141324995,104.221
685,8,2022-08-18,13,79.66606006010757,106.467
686,8,2022-08-18,14,78.73973352065279,100.184
687,8,2022-08-19,9,75.85458719355707,87.738
688,8,2022-08-19,10,78.47086594472384,96.782
689,8,2022-08-19,11,77.43526735410768,110.007
690,8,2022-08-19,12,75.71386877035144,103.49
691,8,2022-08-21,8,75.04500037100853,79.303
692,8,2022-08-21,9,75.44480576319445,90.604
693,8,2022-08-21,10,74.17711437446464,105.196
694,8,2022-08-21,11,74.35445974246448,102.374
695,8,2022-08-21,12,63.76277796119793,94.462
696,8,2022-08-21,13,78.66922132463976,112.222
697,8,2022-08-21,14,78.78772328786647,111.206
698,8,2022-08-22,9,75.3497434787307,84.686
699,8,2022-08-22,10,74.8999571256707,94.907
700,8,2022-08-22,11,75.46362905896765,100.894
701,8,2022-08-22,12,75.76734551754134,101.899
702,8,2022-08-22,13,79.75156256361633,102.157
703,8,2022-08-22,14,79.77419243043242,87.896
704,8,2022-08-23,9,75.09653132668674,84.149
705,8,2022-08-23,10,75.70184894437726,97.712
706,8,2022-08-23,11,75.02282974486293,99.56
707,8,2022-08-23,12,77.06427482330955,99.876
708,8,2022-08-23,13,79.52631698957718,96.395
709,8,2022-08-23,14,79.93394413388171,86.893
710,8,2022-08-24,10,77.81531490331126,92.885
711,8,2022-08-24,11,77.38800155343051,98.246
712,8,2022-08-24,12,79.48495356589646,102.492
713,8,2022-08-24,13,78.86428634614593,98.754
714,8,2022-08-24,14,79.90116816132894,91.7
715,8,2022-08-25,9,78.21636006429513,76.382
