Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Grid voltage/Grid AB line voltage(V),BC line voltage(V),CA line voltage(V),Phase A voltage(V),Phase B voltage(V),Phase C voltage(V),Grid current/Grid phase A current(A),Phase B current(A),Phase C current(A),Inverter efficiency(%),Device internal temperature(℃),Power factor,Grid frequency(Hz),Active power(kW),Output reactive power(kvar),Daily energy(kWh),Total input power(kW),PV1 input voltage(V),PV2 input voltage(V),PV3 input voltage(V),PV4 input voltage(V),PV5 input voltage(V),PV6 input voltage(V),PV7 input voltage(V),PV8 input voltage(V),PV9 input voltage(V),PV10 input voltage(V),PV11 input voltage(V),PV12 input voltage(V),PV13 input voltage(V),PV14 input voltage(V),PV15 Input Voltage(V),PV16 Input Voltage(V),PV17 Input Voltage(V),PV18 Input Voltage(V),PV19 Input Voltage(V),PV20 Input Voltage(V),PV1 input current(A),PV2 input current(A),PV3 input current(A),PV4 input current(A),PV5 input current(A),PV6 input current(A),PV7 input current(A),PV8 input current(A),PV9 input current(A),PV10 input current(A),PV11 input current(A),PV12 input current(A),PV13 input current(A),PV14 input current(A),PV15 Input Current(A),PV16 Input Current(A),PV17 Input Current(A),PV18 Input Current(A),PV19 Input Current(A),PV20 Input Current(A),Cumulative energy(kWh),Inverter startup time,Inverter shutdown time,MPPT 1 DC cumulative energy(kWh),MPPT 2 DC cumulative energy(kWh),MPPT 3 DC cumulative energy(kWh),MPPT 4 DC cumulative energy(kWh),MPPT 5 DC cumulative energy(kWh),MPPT 6 DC cumulative energy(kWh),MPPT 7 DC cumulative energy(kWh),MPPT 8 DC cumulative energy(kWh),MPPT 9 DC cumulative energy(kWh),MPPT 10 DC cumulative energy(kWh),Monthly energy(kWh),Annual energy(kWh),Voltage between PV– and the ground(V),Total DC input energy(kWh),Accumulated amount of absorbed electricity(kWh),time,month,day,hour,dayofweek,dayname,hourofweek,hourofmonth,Tcell,Pm,Hieu suat
29.7,49.5,2.4,9.132,946.7,401.1,397.9,397.8,234.8,230.9,229.7,145.543,145.371,145.279,98.05,67.0,1.0,49.93,100.704,-0.104,268.11,102.665,664.8,664.8,641.9,641.9,641.7,641.7,660.8,660.8,637.0,637.0,659.3,659.3,646.5,646.5,660.1,660.1,660.0,660.0,653.7,653.7,16.27,0.0,0.0,16.3,16.11,0.0,0.0,16.05,15.76,0.0,0.0,15.34,15.57,0.0,15.04,0.0,0.0,15.47,15.47,0.0,26049.3,2022/05/06 05:07:15,2022/05/05 18:05:39,2714.07,2628.87,2649.93,2669.77,2644.42,2674.57,2695.89,2670.23,2673.76,2634.89,2026.33,26046.38,0.0,26656.4,0.0,2022-05-06 11:00:00,5,6,11,4,Friday,107,131,35.616875,127618.43835830795,80.44683928176003
29.8,48.8,1.6,8.31,955.0,396.8,393.8,394.2,231.8,227.9,227.3,146.678,146.449,146.287,98.16,66.0,1.0,50.11,100.329,-0.461,246.45,102.251,667.9,667.9,654.3,654.3,652.3,652.3,666.5,666.5,657.3,657.3,660.3,660.3,653.8,653.8,654.2,654.2,662.6,662.6,654.0,654.0,15.62,0.0,0.0,15.31,15.59,0.0,0.0,15.67,15.49,0.0,0.0,15.45,15.8,0.0,15.49,0.0,0.0,15.51,15.33,0.0,26682.47,2022/05/07 05:06:54,2022/05/06 18:11:51,2779.95,2692.48,2713.89,2734.9,2708.34,2739.79,2761.26,2734.89,2739.06,2699.04,2659.5,26679.55,0.0,27303.6,0.0,2022-05-07 10:25:00,5,7,10,5,Saturday,130,154,35.76875,128789.2324930255,79.3940595969755
29.6,47.6,3.9,9.161,954.9,399.6,396.6,396.5,233.8,229.0,228.4,145.518,145.019,145.026,98.16,68.2,1.0,50.19,100.082,0.26,271.21,101.968,659.7,659.7,654.2,654.2,642.9,642.9,660.4,660.4,648.7,648.7,654.3,654.3,647.8,647.8,642.6,642.6,654.7,654.7,648.1,648.1,15.65,0.0,0.0,15.4,15.66,0.0,0.0,15.6,15.46,0.0,0.0,15.55,15.9,0.0,15.7,0.0,0.0,15.56,15.57,0.0,26707.23,2022/05/07 05:06:54,2022/05/06 18:11:51,2782.53,2694.98,2716.4,2737.46,2710.84,2742.34,2763.81,2737.42,2741.62,2701.54,2684.27,26704.32,0.0,27328.94,0.0,2022-05-07 10:40:00,5,7,10,5,Saturday,130,154,35.568125,128897.92788683402,79.107555623022
28.6,44.8,3.8,10.295,950.4,402.1,398.4,398.9,234.9,230.5,229.5,147.503,147.205,147.301,98.13,69.6,1.0,49.94,102.104,1.95,303.2,104.082,665.7,665.7,659.7,659.7,666.5,666.5,678.4,678.4,660.7,660.7,676.2,676.2,659.8,659.8,661.1,661.1,682.3,682.3,668.1,668.1,15.75,0.0,0.0,15.59,15.35,0.0,0.0,15.52,15.63,0.0,0.0,15.53,15.85,0.0,15.68,0.0,0.0,15.4,15.35,0.0,26739.22,2022/05/07 05:06:54,2022/05/06 18:11:51,2785.85,2698.19,2719.62,2740.75,2714.08,2745.64,2767.12,2740.69,2744.93,2704.79,2716.35,26736.4,0.0,27361.66,0.0,2022-05-07 11:00:00,5,7,11,5,Saturday,131,155,34.54,128874.27309299078,80.7624341942153
30.8,48.7,3.3,13.428,947.8,401.2,398.9,399.7,235.0,231.3,229.8,139.541,139.152,139.39,98.24,70.7,0.999,49.87,96.856,1.008,378.12,98.681,694.8,694.8,689.5,689.5,688.4,688.4,694.4,694.4,687.4,687.4,694.3,694.3,690.9,690.9,688.7,688.7,694.9,694.9,694.3,694.3,14.51,0.0,0.0,13.92,13.67,0.0,0.0,14.29,14.01,0.0,0.0,14.18,14.21,0.0,13.93,0.0,0.0,14.32,13.94,0.0,28322.41,2022/05/10 05:05:51,2022/05/09 17:50:46,2949.53,2857.66,2880.36,2902.66,2874.99,2908.2,2930.91,2902.62,2907.51,2864.82,4299.43,28319.48,0.0,28979.26,0.0,2022-05-10 12:15:00,5,10,12,1,Tuesday,36,228,36.72375,127344.68370627817,77.49126004161174
30.6,48.0,3.6,13.713,946.3,400.4,396.7,397.5,233.7,229.0,228.8,146.086,145.806,145.708,98.13,70.3,0.997,49.99,100.978,0.246,385.92,102.892,658.2,658.2,648.7,648.7,637.1,637.1,655.0,655.0,638.2,638.2,654.2,654.2,650.7,650.7,649.4,649.4,663.0,663.0,657.4,657.4,15.99,0.0,0.0,15.56,15.85,0.0,0.0,15.8,15.92,0.0,0.0,15.65,16.03,0.0,15.73,0.0,0.0,15.64,15.53,0.0,28330.3,2022/05/10 05:05:51,2022/05/09 17:50:46,2950.37,2858.45,2881.15,2903.48,2875.77,2909.01,2931.72,2903.41,2908.34,2865.62,4307.24,28327.29,0.0,28987.32,0.0,2022-05-10 12:20:00,5,10,12,1,Tuesday,36,228,36.514375,127127.10633933276,80.93631874649657
31.7,51.1,2.4,11.756,951.2,391.1,387.7,389.2,228.8,224.8,224.3,147.306,146.727,146.986,98.18,68.7,1.0,50.1,99.515,-0.056,341.59,101.391,677.8,677.8,664.0,664.0,663.9,663.9,674.9,674.9,662.1,662.1,672.6,672.6,665.9,665.9,662.9,662.9,665.2,665.2,665.9,665.9,14.99,0.0,0.0,14.91,14.97,0.0,0.0,15.15,15.12,0.0,0.0,15.07,15.34,0.0,15.24,0.0,0.0,15.33,15.04,0.0,28844.51,2022/05/11 05:05:49,2022/05/10 18:05:50,3003.95,2910.14,2933.18,2956.33,2927.75,2961.71,2984.7,2955.9,2961.11,2917.48,4821.55,28841.6,0.0,29512.25,0.0,2022-05-11 12:25:00,5,11,12,2,Wednesday,60,252,37.644999999999996,127164.46310759934,79.7321810844345
32.3,50.9,1.2,12.042,946.9,392.2,388.7,389.2,228.8,224.8,224.4,147.393,146.878,147.126,98.18,69.6,1.0,50.05,99.772,1.473,349.88,101.652,673.8,673.8,661.4,661.4,661.7,661.7,672.6,672.6,660.5,660.5,671.4,671.4,664.5,664.5,661.6,661.6,664.3,664.3,664.9,664.9,15.2,0.0,0.0,15.06,15.02,0.0,0.0,15.21,15.17,0.0,0.0,15.24,15.38,0.0,15.29,0.0,0.0,15.48,15.09,0.0,28852.8,2022/05/11 05:05:49,2022/05/10 18:05:50,3004.8,2910.97,2934.02,2957.19,2928.58,2962.55,2985.56,2956.75,2961.96,2918.33,4829.74,28849.79,0.0,29520.71,0.0,2022-05-11 12:30:00,5,11,12,2,Wednesday,60,252,38.218125,126243.42166443793,80.52063122163838
36.8,59.8,1.5,10.406,947.1,396.8,393.7,393.9,231.6,227.5,226.4,138.304,137.899,137.892,98.18,65.8,0.997,50.09,94.626,-0.808,277.09,96.331,629.6,629.6,629.3,629.3,622.3,622.3,630.6,630.6,624.1,624.1,617.8,617.8,632.3,632.3,622.9,622.9,631.5,631.5,629.3,629.3,15.38,0.0,0.0,15.26,15.38,0.0,0.0,15.16,15.47,0.0,0.0,15.44,15.63,0.0,15.56,0.0,0.0,15.24,15.0,0.0,29403.63,2022/05/12 05:00:49,2022/05/11 18:06:48,3061.74,2966.8,2989.86,3013.63,2984.45,3018.71,3042.48,3012.69,3018.14,2973.82,5380.57,29400.62,0.0,30082.32,0.0,2022-05-12 10:40:00,5,12,10,3,Thursday,82,274,42.719375,123550.65043117444,77.96883275305984
35.7,53.9,1.1,11.262,950.2,398.4,395.4,395.6,232.6,228.5,227.4,142.04,141.92,141.673,98.18,68.6,0.997,50.17,97.493,0.264,301.37,99.321,647.6,647.6,640.9,640.9,634.3,634.3,643.7,643.7,636.0,636.0,642.5,642.5,628.9,628.9,640.8,640.8,641.4,641.4,636.6,636.6,15.32,0.0,0.0,15.33,15.6,0.0,0.0,15.63,15.33,0.0,0.0,15.63,15.99,0.0,15.48,0.0,0.0,15.7,15.53,0.0,29427.83,2022/05/12 05:00:49,2022/05/11 18:06:48,3064.25,2969.26,2992.32,3016.13,2986.91,3021.19,3044.99,3015.16,3020.63,2976.26,5404.86,29424.91,0.0,30107.1,0.0,2022-05-12 10:55:00,5,12,10,3,Thursday,82,274,41.63875,124610.04804926069,79.70545036684084
39.9,56.2,3.1,13.986,951.5,393.6,391.0,391.5,229.8,225.3,224.7,142.751,142.288,142.309,98.18,73.2,1.0,49.99,96.902,0.389,409.92,98.728,656.9,656.9,660.5,660.5,655.3,655.3,654.6,654.6,658.5,658.5,650.1,650.1,656.6,656.6,647.3,647.3,644.4,644.4,650.7,650.7,15.06,0.0,0.0,15.04,15.0,0.0,0.0,15.14,15.14,0.0,0.0,15.16,15.35,0.0,15.25,0.0,0.0,15.41,15.08,0.0,30224.42,2022/05/13 05:02:47,2022/05/12 18:04:29,3147.2,3049.66,3072.37,3097.94,3067.42,3102.86,3126.99,3095.63,3102.14,3056.5,6201.45,30221.5,0.0,30918.71,0.0,2022-05-13 13:20:00,5,13,13,4,Friday,109,301,45.846875,122226.37607760483,80.77470932895443
31.5,49.5,2.5,17.138,953.0,390.2,388.9,388.8,228.2,223.8,223.7,150.453,149.718,150.078,98.19,75.6,1.0,50.19,101.518,-0.508,488.27,103.432,680.4,680.4,680.0,680.0,680.4,680.4,680.0,680.0,680.4,680.4,679.8,679.8,679.9,679.9,680.0,680.0,680.5,680.5,679.6,679.6,14.65,0.0,0.0,13.83,13.75,0.0,0.0,15.06,14.83,0.0,0.0,15.79,15.58,0.0,15.47,0.0,0.0,16.18,15.75,0.0,32585.96,2022/05/18 05:05:54,2022/05/17 18:00:53,3394.6,3287.15,3310.71,3340.98,3305.46,3346.31,3370.36,3335.34,3344.8,3294.68,8562.99,32583.04,0.0,33330.39,0.0,2022-05-18 13:40:00,5,18,13,2,Wednesday,61,421,37.45625,127532.83463351808,81.10225127295656
28.8,43.4,5.6,19.342,951.6,384.0,381.7,382.5,225.3,220.2,220.3,149.506,149.077,149.291,98.12,73.9,1.0,50.05,99.174,-0.176,551.17,101.064,715.7,715.7,715.5,715.5,716.0,716.0,715.5,715.5,715.9,715.9,715.3,715.3,715.3,715.3,715.4,715.4,716.0,716.0,715.1,715.1,14.75,0.0,0.0,13.65,13.35,0.0,0.0,14.52,13.7,0.0,0.0,14.56,14.12,0.0,13.96,0.0,0.0,14.67,14.32,0.0,32648.95,2022/05/18 05:05:54,2022/05/17 18:00:53,3401.29,3293.44,3316.91,3347.57,3311.71,3352.85,3376.75,3341.65,3351.41,3301.11,8625.89,32645.94,0.0,33394.69,0.0,2022-05-18 14:20:00,5,18,14,2,Wednesday,62,422,34.7475,128897.96349380058,78.40620383801543
29.9,47.7,2.6,9.961,952.3,384.3,380.6,381.1,224.8,219.2,218.9,149.472,149.091,149.206,98.16,72.0,1.0,50.09,99.023,-1.724,283.78,100.889,662.0,662.0,649.7,649.7,648.7,648.7,659.9,659.9,643.1,643.1,658.5,658.5,651.8,651.8,645.2,645.2,660.6,660.6,648.6,648.6,15.4,0.0,0.0,15.25,15.31,0.0,0.0,15.6,15.5,0.0,0.0,15.36,15.62,0.0,15.5,0.0,0.0,15.51,15.24,0.0,33587.61,2022/05/20 05:04:03,2022/05/19 18:15:18,3498.29,3387.94,3412.26,3443.71,3406.79,3449.0,3473.77,3437.76,3447.65,3395.92,9564.74,33584.79,0.0,34353.09,0.0,2022-05-20 10:35:00,5,20,10,4,Friday,106,466,35.851875,128374.63082166875,78.58951519802201
33.0,51.7,1.5,7.621,947.2,394.1,391.8,392.1,231.0,225.8,226.2,143.463,142.921,143.068,98.25,69.3,1.0,50.08,97.773,0.466,225.0,99.585,638.1,638.1,642.3,642.3,634.9,634.9,648.5,648.5,638.6,638.6,641.5,641.5,632.5,632.5,638.7,638.7,649.6,649.6,644.8,644.8,15.6,0.0,0.0,15.26,15.4,0.0,0.0,15.61,15.33,0.0,0.0,15.54,15.7,0.0,15.63,0.0,0.0,15.5,15.44,0.0,35985.73,2022/05/24 05:06:40,2022/05/23 18:06:25,3746.22,3628.64,3654.26,3689.03,3649.34,3694.53,3721.28,3682.58,3693.9,3638.16,11962.76,35982.81,0.0,36797.94,0.0,2022-05-24 10:30:00,5,24,10,1,Tuesday,34,562,38.92,125949.06980068401,79.06767406666401
34.0,53.5,2.7,7.905,947.0,397.1,393.1,394.4,232.1,228.1,227.2,142.63,142.231,142.197,98.25,70.1,1.0,50.1,97.662,1.129,233.17,99.462,649.7,649.7,640.3,640.3,632.7,632.7,650.3,650.3,632.6,632.6,644.2,644.2,638.6,638.6,636.5,636.5,642.8,642.8,644.8,644.8,15.42,0.0,0.0,15.34,15.42,0.0,0.0,15.42,15.48,0.0,0.0,15.33,15.67,0.0,15.7,0.0,0.0,15.59,15.41,0.0,35993.9,2022/05/24 05:06:40,2022/05/23 18:06:25,3747.07,3629.46,3655.09,3689.87,3650.17,3695.37,3722.12,3683.4,3694.74,3638.99,11970.94,35990.99,0.0,36806.28,0.0,2022-05-24 10:35:00,5,24,10,1,Tuesday,34,562,39.91875,125318.71331382464,79.36723683950223
33.8,54.0,1.3,8.188,948.2,394.5,392.5,392.6,230.9,227.2,225.9,142.883,142.726,142.727,98.25,70.9,1.0,49.94,97.514,0.773,241.14,99.321,644.1,644.1,638.4,638.4,632.0,632.0,646.8,646.8,632.3,632.3,644.1,644.1,626.5,626.5,626.8,626.8,645.2,645.2,638.8,638.8,15.64,0.0,0.0,15.38,15.64,0.0,0.0,15.62,15.64,0.0,0.0,15.32,15.93,0.0,15.82,0.0,0.0,15.43,15.5,0.0,36001.96,2022/05/24 05:06:40,2022/05/23 18:06:25,3747.9,3630.27,3655.89,3690.7,3650.98,3696.2,3722.95,3684.22,3695.56,3639.81,11978.99,35999.04,0.0,36814.48,0.0,2022-05-24 10:40:00,5,24,10,1,Tuesday,34,562,39.72625,125594.02931034158,79.08098859905101
33.1,50.4,2.2,16.496,950.5,394.6,392.4,394.1,231.3,226.2,226.3,146.654,146.107,146.291,98.15,69.7,1.0,50.12,100.159,-0.071,489.25,102.047,697.5,697.5,685.0,685.0,684.1,684.1,694.0,694.0,683.9,683.9,693.4,693.4,686.2,686.2,683.4,683.4,687.6,687.6,686.1,686.1,14.52,0.0,0.0,14.45,14.52,0.0,0.0,14.77,14.64,0.0,0.0,14.59,14.78,0.0,14.76,0.0,0.0,14.93,14.5,0.0,36249.98,2022/05/24 05:06:40,2022/05/23 18:06:25,3773.61,3655.1,3680.75,3716.11,3675.91,3721.58,3748.37,3709.37,3721.02,3664.81,12227.02,36247.07,0.0,37066.63,0.0,2022-05-24 14:20:00,5,24,14,1,Tuesday,38,566,39.040625000000006,126186.11633551415,80.87022801198583
32.9,49.6,2.2,13.768,945.8,396.2,394.0,394.3,231.2,227.7,227.3,131.919,131.379,131.709,98.16,65.0,1.0,49.92,90.209,-3.01,379.53,91.853,710.5,710.5,710.3,710.3,710.6,710.6,710.2,710.2,710.6,710.6,710.0,710.0,710.0,710.0,710.3,710.3,710.7,710.7,710.0,710.0,13.5,0.0,0.0,12.53,12.17,0.0,0.0,13.21,12.22,0.0,0.0,13.16,12.68,0.0,12.45,0.0,0.0,13.27,12.87,0.0,36737.91,2022/05/25 05:04:15,2022/05/24 18:08:52,3824.42,3704.15,3729.82,3766.17,3724.89,3771.49,3798.42,3758.86,3771.0,3713.99,12714.85,36734.9,0.0,37563.21,0.0,2022-05-25 12:25:00,5,25,12,2,Wednesday,60,588,38.81125,125713.30720223096,73.06545507727279
33.6,51.0,1.8,10.37,946.0,398.0,395.9,395.2,232.6,228.7,227.8,140.771,140.454,140.423,98.17,72.2,1.0,50.15,96.866,0.843,293.37,98.682,650.6,650.6,643.0,643.0,630.7,630.7,642.4,642.4,636.2,636.2,648.0,648.0,627.4,627.4,636.0,636.0,653.8,653.8,647.8,647.8,15.46,0.0,0.0,15.17,15.47,0.0,0.0,15.55,15.47,0.0,0.0,15.2,15.8,0.0,15.29,0.0,0.0,15.43,15.13,0.0,38360.23,2022/05/28 04:54:12,2022/05/27 18:10:34,3992.85,3867.7,3894.36,3932.49,3888.51,3937.46,3965.42,3924.33,3937.5,3877.6,14337.27,38357.32,0.0,39218.22,0.0,2022-05-28 10:50:00,5,28,10,5,Saturday,130,658,39.5125,125329.57447140498,78.73799972289474
34.8,52.5,3.0,10.653,948.9,398.0,394.8,394.7,231.6,227.6,226.7,138.917,138.342,138.477,98.17,72.6,1.0,50.14,95.349,0.329,301.44,97.156,684.6,684.6,670.4,670.4,668.6,668.6,677.4,677.4,666.1,666.1,674.9,674.9,658.8,658.8,666.9,666.9,671.0,671.0,672.1,672.1,14.31,0.0,0.0,14.25,14.27,0.0,0.0,14.39,14.38,0.0,0.0,14.4,14.6,0.0,14.5,0.0,0.0,14.7,14.34,0.0,38368.21,2022/05/28 04:54:12,2022/05/27 18:10:34,3993.67,3868.51,3895.17,3933.3,3889.33,3938.27,3966.22,3925.14,3938.32,3878.4,14345.24,38365.29,0.0,39226.33,0.0,2022-05-28 10:55:00,5,28,10,5,Saturday,130,658,40.730624999999996,124976.52187776698,77.73940140134738
32.5,50.5,3.7,14.762,952.8,399.8,397.4,396.1,233.2,230.2,229.0,128.254,127.676,127.959,98.24,66.2,0.997,49.97,87.985,-2.95,402.04,89.57,698.6,698.6,698.2,698.2,698.6,698.6,698.2,698.2,698.7,698.7,698.1,698.1,698.1,698.1,698.3,698.3,698.7,698.7,698.1,698.1,13.9,0.0,0.0,12.97,12.7,0.0,0.0,13.64,12.74,0.0,0.0,13.56,12.21,0.0,12.93,0.0,0.0,13.72,13.37,0.0,39017.64,2022/05/29 04:58:05,2022/05/28 18:09:25,4061.83,3933.68,3960.57,4000.37,3954.4,4004.99,4031.35,3991.08,4005.48,3944.19,14994.65,39014.7,0.0,39887.94,0.0,2022-05-29 12:10:00,5,29,12,6,Sunday,156,684,38.455,126963.59988206305,70.54777911401527
34.8,55.0,0.9,13.673,949.0,407.5,404.8,404.7,237.2,233.5,232.7,138.981,138.861,138.865,98.22,70.6,0.999,50.15,97.763,-1.065,376.26,99.562,639.1,639.1,639.0,639.0,627.9,627.9,640.6,640.6,621.2,621.2,633.3,633.3,609.5,609.5,632.3,632.3,640.3,640.3,629.0,629.0,15.86,0.0,0.0,15.48,15.53,0.0,0.0,15.77,15.73,0.0,0.0,15.72,16.09,0.0,15.72,0.0,0.0,15.83,15.55,0.0,39623.29,2022/05/30 04:57:34,2022/05/29 18:11:56,4125.53,3994.75,4021.63,4062.95,4015.19,4067.47,4091.59,4052.56,4067.91,4005.38,15600.32,39620.37,0.0,40504.96,0.0,2022-05-30 11:50:00,5,30,11,0,Monday,11,707,40.731249999999996,125052.97386619826,79.61585952088386
33.9,51.6,4.3,11.454,945.3,400.5,397.2,397.7,233.8,229.3,228.8,141.538,140.96,141.134,98.19,72.3,0.998,50.19,97.885,-1.036,330.45,99.709,655.6,655.6,646.6,646.6,647.8,647.8,652.8,652.8,641.7,641.7,651.6,651.6,634.9,634.9,641.1,641.1,644.7,644.7,644.6,644.6,15.21,0.0,0.0,15.34,15.35,0.0,0.0,15.41,15.38,0.0,0.0,15.46,15.6,0.0,15.58,0.0,0.0,15.6,15.18,0.0,40856.15,2022/06/01 04:54:40,2022/05/31 18:06:53,4255.11,4118.76,4145.85,4190.58,4138.86,4194.85,4213.67,4177.82,4195.29,4130.18,330.54,40853.23,0.0,41760.97,0.0,2022-06-01 11:10:00,6,1,11,2,Wednesday,59,11,39.808125,125084.06923498632,79.71358831689747
34.8,53.2,1.8,12.022,948.4,404.1,400.6,401.7,235.8,231.3,230.6,133.821,133.347,133.58,98.19,73.1,0.998,50.31,93.403,-0.522,346.6,95.066,689.0,689.0,689.1,689.1,689.0,689.0,688.6,688.6,689.0,689.0,688.4,688.4,688.9,688.9,689.0,689.0,689.5,689.5,688.8,688.8,14.02,0.0,0.0,13.58,13.52,0.0,0.0,14.13,13.68,0.0,0.0,14.17,13.35,0.0,13.77,0.0,0.0,14.05,13.57,0.0,40872.3,2022/06/01 04:54:40,2022/05/31 18:06:53,4256.79,4120.39,4147.48,4192.25,4140.49,4196.51,4215.3,4179.46,4196.95,4131.81,346.69,40869.38,0.0,41777.43,0.0,2022-06-01 11:20:00,6,1,11,2,Wednesday,59,11,40.7275,124938.00709535729,76.09053658703083
32.9,49.9,4.3,12.307,953.9,402.0,398.5,398.7,234.7,231.3,229.5,142.681,142.455,142.442,98.19,72.9,0.998,50.09,99.174,-1.309,354.55,101.022,649.0,649.0,649.6,649.6,637.3,637.3,649.6,649.6,637.7,637.7,645.4,645.4,631.3,631.3,637.8,637.8,645.7,645.7,643.3,643.3,15.58,0.0,0.0,15.45,15.83,0.0,0.0,15.6,15.59,0.0,0.0,15.73,15.87,0.0,15.89,0.0,0.0,15.7,15.58,0.0,40880.25,2022/06/01 04:54:40,2022/05/31 18:06:53,4257.62,4121.19,4148.29,4193.07,4141.28,4197.34,4216.09,4180.26,4197.77,4132.6,354.64,40877.33,0.0,41785.51,0.0,2022-06-01 11:25:00,6,1,11,2,Wednesday,59,11,38.861875,126797.88049254427,79.67167874382578
33.0,49.2,4.4,12.879,951.2,403.0,399.0,399.8,234.7,231.2,230.5,143.017,142.736,142.67,98.17,73.3,0.998,50.13,99.379,-1.207,371.07,101.232,654.9,654.9,643.5,643.5,643.4,643.4,649.6,649.6,639.0,639.0,652.1,652.1,631.4,631.4,637.8,637.8,643.9,643.9,643.3,643.3,15.57,0.0,0.0,15.61,15.76,0.0,0.0,15.75,15.71,0.0,0.0,15.49,16.1,0.0,15.74,0.0,0.0,15.81,15.34,0.0,40896.77,2022/06/01 04:54:40,2022/05/31 18:06:53,4259.34,4122.86,4149.98,4194.77,4142.96,4199.03,4217.77,4181.95,4199.46,4134.26,371.16,40893.85,0.0,41802.38,0.0,2022-06-01 11:35:00,6,1,11,2,Wednesday,59,11,38.945,126362.79466539384,80.11218829724392
34.0,50.7,1.2,13.166,951.4,400.6,397.9,398.7,234.0,230.1,229.5,143.468,143.151,143.24,98.17,73.7,0.998,49.91,99.355,1.941,379.24,101.207,647.2,647.2,636.6,636.6,627.5,627.5,660.9,660.9,636.9,636.9,644.7,644.7,637.2,637.2,649.4,649.4,650.7,650.7,643.6,643.6,15.76,0.0,0.0,15.78,15.8,0.0,0.0,15.42,15.84,0.0,0.0,15.76,15.91,0.0,15.73,0.0,0.0,15.65,15.6,0.0,40904.94,2022/06/01 04:54:40,2022/05/31 18:06:53,4260.19,4123.69,4150.8,4195.61,4143.79,4199.87,4218.59,4182.78,4200.3,4135.08,379.34,40902.03,0.0,41810.7,0.0,2022-06-01 11:40:00,6,1,11,2,Wednesday,59,11,39.94625,125781.77287109515,80.46237359344576
34.1,51.9,3.8,13.45,952.2,401.0,398.8,398.8,233.9,230.1,229.5,137.574,137.155,137.395,98.26,73.9,0.998,50.06,95.228,-3.409,387.23,96.934,690.5,690.5,687.8,687.8,688.8,688.8,690.1,690.1,686.6,686.6,689.9,689.9,678.3,678.3,686.4,686.4,687.7,687.7,685.3,685.3,14.0,0.0,0.0,13.85,13.78,0.0,0.0,14.02,13.93,0.0,0.0,14.09,14.13,0.0,14.03,0.0,0.0,14.21,13.86,0.0,40912.93,2022/06/01 04:54:40,2022/05/31 18:06:53,4261.02,4124.5,4151.62,4196.43,4144.59,4200.63,4219.32,4183.52,4201.04,4135.8,387.32,40910.01,0.0,41818.86,0.0,2022-06-01 11:45:00,6,1,11,2,Wednesday,59,11,40.05125,125939.11985909202,76.96893555271419
34.1,51.0,2.6,13.736,952.9,402.7,399.1,399.5,234.7,231.1,229.5,142.767,142.519,142.618,98.13,73.9,0.998,50.03,99.435,1.422,394.98,101.278,649.4,649.4,642.8,642.8,637.3,637.3,649.4,649.4,643.4,643.4,652.1,652.1,637.3,637.3,637.0,637.0,644.2,644.2,634.1,634.1,15.76,0.0,0.0,15.78,15.63,0.0,0.0,15.7,15.57,0.0,0.0,15.62,15.82,0.0,15.99,0.0,0.0,15.87,15.8,0.0,40920.77,2022/06/01 04:54:40,2022/05/31 18:06:53,4261.84,4125.29,4152.41,4197.24,4145.38,4201.52,4220.18,4184.39,4201.93,4136.66,395.07,40917.76,0.0,41826.84,0.0,2022-06-01 11:50:00,6,1,11,2,Wednesday,59,11,40.055625,125862.30217533231,80.46730295693688
33.3,49.9,1.8,14.023,953.0,401.7,398.1,398.7,234.8,229.7,229.4,143.458,143.097,143.082,98.17,73.5,0.998,50.12,99.432,-0.227,402.59,101.286,643.1,643.1,636.7,636.7,644.8,644.8,655.3,655.3,635.6,635.6,644.1,644.1,626.8,626.8,631.4,631.4,644.8,644.8,643.3,643.3,15.92,0.0,0.0,15.78,15.7,0.0,0.0,15.76,15.68,0.0,0.0,15.8,16.15,0.0,16.02,0.0,0.0,15.78,15.45,0.0,40928.29,2022/06/01 04:54:40,2022/05/31 18:06:53,4262.62,4126.05,4153.17,4198.02,4146.14,4202.29,4220.91,4185.15,4202.7,4137.4,402.68,40925.37,0.0,41834.45,0.0,2022-06-01 11:55:00,6,1,11,2,Wednesday,59,11,39.256249999999994,126412.72263873428,80.12326440389856
33.1,51.5,2.8,12.897,949.2,398.6,395.6,397.1,233.3,229.3,228.6,142.421,141.893,142.153,98.18,72.7,1.0,50.13,98.131,-0.374,367.63,99.95,668.7,668.7,653.5,653.5,653.1,653.1,663.4,663.4,653.1,653.1,665.6,665.6,649.0,649.0,655.4,655.4,656.7,656.7,658.6,658.6,14.91,0.0,0.0,14.88,14.86,0.0,0.0,14.97,15.0,0.0,0.0,15.0,15.21,0.0,15.11,0.0,0.0,15.3,14.95,0.0,41626.39,2022/06/02 04:56:20,2022/06/01 18:04:54,4335.21,4196.66,4224.12,4269.76,4216.83,4274.07,4291.23,4256.31,4274.25,4207.49,1100.78,41623.47,0.0,42545.93,0.0,2022-06-02 11:50:00,6,2,11,3,Thursday,83,35,39.0325,126056.96766136383,79.28954809424188
