Start Time,Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Wind direction(°),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Device connection status
3/19/2022 23:40,1.9,1.8,0,N/A,16.354,0,Online
3/19/2022 23:45,2.4,2.3,0,N/A,16.354,0,Online
3/19/2022 23:50,1.8,2.2,0,N/A,16.354,0,Online
3/19/2022 23:55,0.7,1.5,0,N/A,16.354,0,Online
3/20/2022 0:00,-0.4,0.4,0.6,N/A,0,0,Online
3/20/2022 0:05,-0.8,-0.3,0.4,N/A,0,0,Online
3/20/2022 0:10,-1,-0.7,0,N/A,0,0,Online
3/20/2022 0:15,-1.1,-0.9,0.6,N/A,0,0,Online
3/20/2022 0:20,-1.1,-1,0,N/A,0,0,Online
3/20/2022 0:25,-1.1,-0.9,0,N/A,0,0,Online
3/20/2022 0:30,-1.1,-0.9,0,N/A,0,0,Online
3/20/2022 0:35,-1.2,-1,0,N/A,0,0,Online
3/20/2022 0:40,-0.8,-0.9,0,N/A,0,0,Online
3/20/2022 0:45,-0.9,-0.8,0,N/A,0,0.1,Online
3/20/2022 0:50,-1.1,-0.9,0,N/A,0,0,Online
3/20/2022 0:55,-0.5,-0.7,0,N/A,0,0,Online
3/20/2022 1:00,-0.9,-0.8,0.5,N/A,0,0,Online
3/20/2022 1:05,-1,-0.9,0.4,N/A,0,0,Online
3/20/2022 1:10,-0.7,-0.9,0.4,N/A,0,0,Online
3/20/2022 1:15,-1.2,-0.9,0.5,N/A,0,0,Online
3/20/2022 1:20,-1.2,-1.1,0.7,N/A,0,0,Online
3/20/2022 1:25,-1.2,-1.1,0.7,N/A,0,0,Online
3/20/2022 1:30,-1.2,-1.1,0,N/A,0,0,Online
3/20/2022 1:35,-1.2,-1.2,0,N/A,0,0,Online
3/20/2022 1:40,-1.3,-1.2,0.6,N/A,0,0,Online
3/20/2022 1:45,-1,-1.1,0,N/A,0,0,Online
3/20/2022 1:50,-1.2,-1,0,N/A,0,0,Online
3/20/2022 1:55,-1.2,-1,0,N/A,0,0,Online
3/20/2022 2:00,-1.2,-1.1,0,N/A,0,0,Online
3/20/2022 2:05,-1.1,-1,0,N/A,0,0,Online
3/20/2022 2:10,-1.3,-1,0,N/A,0,0,Online
3/20/2022 2:15,-1.4,-1,0,N/A,0,0,Online
3/20/2022 2:20,-1.3,-1.1,0,N/A,0,0,Online
3/20/2022 2:25,-1.4,-1.2,0,N/A,0,0,Online
3/20/2022 2:30,-1.4,-1.3,0,N/A,0,0,Online
3/20/2022 2:35,-1.5,-1.4,0,N/A,0,0,Online
3/20/2022 2:40,-1.6,-1.5,0,N/A,0,0,Online
3/20/2022 2:45,-1.7,-1.5,0,N/A,0,0,Online
3/20/2022 2:50,-1.7,-1.5,0,N/A,0,0,Online
3/20/2022 2:55,-1.8,-1.6,1,N/A,0,0,Online
3/20/2022 3:00,-1.7,-1.5,0.5,N/A,0,0,Online
3/20/2022 3:05,-1.6,-1.4,1,N/A,0,0,Online
3/20/2022 3:10,-1.5,-1.3,0.7,N/A,0,0,Online
3/20/2022 3:15,-1.6,-1.3,1,N/A,0,0,Online
3/20/2022 3:20,-1.7,-1.2,0.8,N/A,0,0,Online
3/20/2022 3:25,-1.8,-1.2,1,N/A,0,0,Online
3/20/2022 3:30,-1.7,-1.1,0.4,N/A,0,0,Online
3/20/2022 3:35,-1.6,-0.7,0.7,N/A,0,0,Online
3/20/2022 3:40,-1.6,-0.7,0.5,N/A,0,0,Online
3/20/2022 3:45,-1.7,-0.8,1.3,N/A,0,0,Online
3/20/2022 3:50,-1.8,-0.9,1.2,N/A,0,0,Online
3/20/2022 3:55,-1.9,-1.2,0.8,N/A,0,0,Online
3/20/2022 4:00,-1.9,-1.1,0.5,N/A,0,0,Online
3/20/2022 4:05,-2,-1.1,0.8,N/A,0,0,Online
3/20/2022 4:10,-1.9,-1,0.7,N/A,0,0,Online
3/20/2022 4:15,-1.9,-1.1,1.6,N/A,0,0,Online
3/20/2022 4:20,-1.9,-1.1,0.9,N/A,0,0,Online
3/20/2022 4:25,-1.9,-1,0.9,N/A,0,0,Online
3/20/2022 4:30,-1.9,-1,0.7,N/A,0,0,Online
3/20/2022 4:35,-1.9,-1,0.5,N/A,0,0,Online
3/20/2022 4:40,-1.7,-0.7,0.6,N/A,0,0,Online
3/20/2022 4:45,-1.8,-0.7,0.4,N/A,0,0,Online
3/20/2022 4:50,-1.4,-0.6,0,N/A,0,0,Online
3/20/2022 4:55,-1.9,-0.4,0.6,N/A,0,0,Online
3/20/2022 5:00,-1.9,-0.6,0.5,N/A,0,0,Online
3/20/2022 5:05,-1.6,-0.4,0.4,N/A,0,0,Online
3/20/2022 5:10,-1.5,0,0,N/A,0,0,Online
3/20/2022 5:15,-1.6,0.2,0.6,N/A,0,0,Online
3/20/2022 5:20,-1.2,0.4,0,N/A,0,0,Online
3/20/2022 5:25,-0.8,0.4,0.4,N/A,0,0,Online
3/20/2022 5:30,-1.3,-0.1,0,N/A,0,0,Online
3/20/2022 5:35,-1.4,-0.3,0,N/A,0,0.1,Online
3/20/2022 5:40,-1.7,-0.7,0.5,N/A,0,0.2,Online
3/20/2022 5:45,-1.8,-1,0,N/A,0,0.7,Online
3/20/2022 5:50,-1.7,-1,0.7,N/A,0,1.9,Online
3/20/2022 5:55,-1.4,-0.9,1.2,N/A,0.001,3.4,Online
3/20/2022 6:00,-1.8,-0.9,0.5,N/A,0.002,5.3,Online
3/20/2022 6:05,-2,-1,0.6,N/A,0.004,7.1,Online
3/20/2022 6:10,-2,-1.1,0.9,N/A,0.007,9.5,Online
3/20/2022 6:15,-2.1,-1.2,0.8,N/A,0.01,14.3,Online
3/20/2022 6:20,-2.1,-1,1.2,N/A,0.016,21.3,Online
3/20/2022 6:25,-2,-0.9,0.4,N/A,0.023,26.1,Online
3/20/2022 6:30,-1.8,-0.4,0.4,N/A,0.033,36,Online
3/20/2022 6:35,-1.9,-0.3,0.6,N/A,0.046,43.2,Online
3/20/2022 6:40,-1.8,0,0,N/A,0.059,44.8,Online
3/20/2022 6:45,-1.8,0.4,0.8,N/A,0.074,54.3,Online
3/20/2022 6:50,-1.7,0.9,0.5,N/A,0.094,70.2,Online
3/20/2022 6:55,-1.5,1.2,0.6,N/A,0.115,75.1,Online
3/20/2022 7:00,-1.6,1.3,0.8,N/A,0.14,80.9,Online
3/20/2022 7:05,-1.5,1.7,0,N/A,0.166,75.4,Online
3/20/2022 7:10,-1.2,2.4,0.4,N/A,0.192,95.4,Online
3/20/2022 7:15,-1.2,3.2,0,N/A,0.223,107.5,Online
3/20/2022 7:20,-1.3,3,0.5,N/A,0.257,115.3,Online
3/20/2022 7:25,-0.8,4.1,0,N/A,0.296,134.1,Online
3/20/2022 7:30,-0.6,4.7,0,N/A,0.341,141.8,Online
3/20/2022 7:35,-0.5,4.7,0.6,N/A,0.387,150.4,Online
3/20/2022 7:40,0.4,5.9,0,N/A,0.439,171.7,Online
3/20/2022 7:45,0.7,7.6,0.6,N/A,0.508,203.4,Online
3/20/2022 7:50,0.7,7.2,0,N/A,0.562,169.4,Online
3/20/2022 7:55,1.2,8.7,0,N/A,0.633,292.7,Online
3/20/2022 8:00,1.2,8.9,0.6,N/A,0.705,186.1,Online
3/20/2022 8:05,1.2,9.4,0.7,N/A,0.784,347.8,Online
3/20/2022 8:10,2.1,12,1,N/A,0.896,306.1,Online
3/20/2022 8:15,3.6,13.9,0.7,N/A,1.006,404,Online
3/20/2022 8:20,2.4,12.3,0.9,N/A,1.089,188.7,Online
3/20/2022 8:25,2.3,13.5,0.5,N/A,1.188,396.9,Online
3/20/2022 8:30,3.1,15.3,0.7,N/A,1.313,419.1,Online
3/20/2022 8:35,3.4,15.3,1.1,N/A,1.431,326.5,Online
3/20/2022 8:40,4.7,17.2,0.8,N/A,1.552,437.2,Online
3/20/2022 8:45,6,19.1,0,N/A,1.689,453.3,Online
3/20/2022 8:50,5.9,18.2,0.5,N/A,1.801,232.7,Online
3/20/2022 8:55,4.9,18.8,0.6,N/A,1.917,482.5,Online
3/20/2022 9:00,5.1,20.4,0,N/A,2.072,511,Online
3/20/2022 9:05,5.4,21,0,N/A,2.23,516.8,Online
3/20/2022 9:10,5.4,22.5,1.5,N/A,2.396,548,Online
3/20/2022 9:15,5.4,22.2,0.9,N/A,2.569,552.9,Online
3/20/2022 9:20,5.1,22.1,1,N/A,2.733,460.2,Online
3/20/2022 9:25,6.4,23,0.4,N/A,2.911,585.9,Online
3/20/2022 9:30,4.1,21.8,2,N/A,3.098,612.1,Online
3/20/2022 9:35,4,20.2,1.4,N/A,3.291,625.2,Online
3/20/2022 9:40,4.5,19.6,3.1,N/A,3.473,599.9,Online
3/20/2022 9:45,4.4,20.1,1.7,N/A,3.67,624,Online
3/20/2022 9:50,3.2,18.7,1,N/A,3.869,628.2,Online
3/20/2022 9:55,3.5,19,1.6,N/A,4.063,630.7,Online
3/20/2022 10:00,4.1,18.6,1.9,N/A,4.255,600.2,Online
3/20/2022 10:05,4.1,17.8,1.7,N/A,4.443,577.6,Online
3/20/2022 10:10,4.6,17.4,1.3,N/A,4.614,512.7,Online
3/20/2022 10:15,4.7,16.7,1.6,N/A,4.762,454.7,Online
3/20/2022 10:20,2.6,14.3,2.4,N/A,4.892,384.3,Online
3/20/2022 10:25,3.7,14,1.1,N/A,5.005,343.7,Online
3/20/2022 10:30,3.4,13.5,2,N/A,5.112,347.9,Online
3/20/2022 10:35,3.2,12.5,2.8,N/A,5.226,390.4,Online
3/20/2022 10:40,2.6,11.5,2.1,N/A,5.357,456.9,Online
3/20/2022 10:45,3.1,14,0.6,N/A,5.508,519.1,Online
3/20/2022 10:50,3.7,16.8,2,N/A,5.685,609.1,Online
3/20/2022 10:55,3.8,18.3,1,N/A,5.89,708.8,Online
3/20/2022 11:00,3.4,19.8,1.8,N/A,6.125,791.2,Online
3/20/2022 11:05,3.1,20.4,1.9,N/A,6.376,800.2,Online
3/20/2022 11:10,2.8,19.6,1.3,N/A,6.627,819.9,Online
3/20/2022 11:15,2.8,19.5,1.8,N/A,6.883,817.8,Online
3/20/2022 11:20,3.7,22,0.9,N/A,7.14,820.2,Online
3/20/2022 11:25,4.1,23.7,0.8,N/A,7.398,829.5,Online
3/20/2022 11:30,3.5,24.2,1.3,N/A,7.661,842.6,Online
3/20/2022 11:35,4.2,25.2,1.3,N/A,7.93,844.8,Online
3/20/2022 11:40,4.2,25.3,2.8,N/A,8.196,856.8,Online
3/20/2022 11:45,4.6,25.5,0,N/A,8.462,850.6,Online
3/20/2022 11:50,3.5,23.3,2.1,N/A,8.729,853,Online
3/20/2022 11:55,2.7,21.9,2.9,N/A,8.993,830,Online
3/20/2022 12:00,2.6,21.9,3.1,N/A,9.256,842.3,Online
3/20/2022 12:05,2.2,19.7,2.6,N/A,9.519,850.7,Online
3/20/2022 12:10,2,18.5,1.3,N/A,9.783,837.8,Online
3/20/2022 12:15,2.4,21.3,2,N/A,10.043,861,Online
3/20/2022 12:20,2.6,21.2,1.9,N/A,10.305,841.5,Online
3/20/2022 12:25,2.6,21.4,3.2,N/A,10.569,843.6,Online
3/20/2022 12:30,3,21.5,2.2,N/A,10.831,846,Online
3/20/2022 12:35,5,22.9,0.6,N/A,11.09,825.3,Online
3/20/2022 12:40,3.2,22.8,3.7,N/A,11.35,837.3,Online
3/20/2022 12:45,3,21.9,2.5,N/A,11.612,836.6,Online
3/20/2022 12:50,3.3,22.5,2.6,N/A,11.869,826.9,Online
3/20/2022 12:55,4.2,22.7,2.5,N/A,12.125,825.4,Online
3/20/2022 13:00,3.4,21.4,3,N/A,12.38,809,Online
3/20/2022 13:05,3.1,21.4,2,N/A,12.63,808,Online
3/20/2022 13:10,2.9,20.9,2.7,N/A,12.88,809.8,Online
3/20/2022 13:15,3.2,21,3.9,N/A,13.127,868,Online
3/20/2022 13:20,2.8,20.1,2.1,N/A,13.367,976.3,Online
3/20/2022 13:25,3.1,17.1,1.3,N/A,13.548,423.4,Online
3/20/2022 13:30,4,17.4,0.9,N/A,13.708,436.7,Online
3/20/2022 13:35,3.9,19.9,2,N/A,13.903,643.8,Online
3/20/2022 13:40,3.6,18.4,1.5,N/A,14.077,652.4,Online
3/20/2022 13:45,3,18.8,2.4,N/A,14.277,812.1,Online
3/20/2022 13:50,3.7,20.8,0.4,N/A,14.499,586.2,Online
3/20/2022 13:55,3.2,18.4,1.7,N/A,14.667,456.3,Online
3/20/2022 14:00,3.4,18.1,0.9,N/A,14.851,694.7,Online
3/20/2022 14:05,2.4,18.7,2,N/A,15.072,715.9,Online
3/20/2022 14:10,2.7,19,3.1,N/A,15.272,730.5,Online
3/20/2022 14:15,2.5,21,2,N/A,15.497,736.9,Online
3/20/2022 14:20,2.1,19.4,1.8,N/A,15.71,662.9,Online
3/20/2022 14:25,3.7,20.3,2.6,N/A,15.905,640.8,Online
3/20/2022 14:30,3.3,20.1,1.3,N/A,16.105,626.4,Online
3/20/2022 14:35,3.6,20.2,1.9,N/A,16.298,616.9,Online
3/20/2022 14:40,2.7,19,2,N/A,16.484,586.2,Online
3/20/2022 14:45,3.7,18.8,0.7,N/A,16.653,581.1,Online
3/20/2022 14:50,5.5,20.6,0.7,N/A,16.828,569.7,Online
3/20/2022 14:55,3.2,18.9,1.3,N/A,17,516,Online
3/20/2022 15:00,3,17.1,2.3,N/A,17.152,390.8,Online
3/20/2022 15:05,2.8,17.6,2.5,N/A,17.315,547.5,Online
3/20/2022 15:10,2.4,15.8,2.5,N/A,17.461,515.4,Online
3/20/2022 15:15,2.2,14.6,3.3,N/A,17.609,498.4,Online
3/20/2022 15:20,2.1,13.8,1.9,N/A,17.758,462.4,Online
3/20/2022 15:25,2,12.8,3.6,N/A,17.895,434.4,Online
3/20/2022 15:30,1.9,12.5,1.5,N/A,18.03,424.3,Online
3/20/2022 15:35,3,13.5,1.5,N/A,18.149,402.3,Online
3/20/2022 15:40,2.4,13.2,2,N/A,18.272,392.9,Online
3/20/2022 15:45,2.4,12.8,2.9,N/A,18.391,372.9,Online
3/20/2022 15:50,2,12,2.2,N/A,18.508,345.8,Online
3/20/2022 15:55,2.2,11.2,2,N/A,18.614,305.9,Online
3/20/2022 16:00,2.2,9.5,1.7,N/A,18.688,175.7,Online
3/20/2022 16:05,2.4,9.7,1.4,N/A,18.764,296.9,Online
3/20/2022 16:10,2.5,10.3,1.2,N/A,18.852,283.8,Online
3/20/2022 16:15,2.6,10,1.8,N/A,18.936,265.6,Online
3/20/2022 16:20,2.3,9.1,0.8,N/A,19.005,214.4,Online
3/20/2022 16:25,2.3,8.1,1.1,N/A,19.064,222.9,Online
3/20/2022 16:30,2.6,8.4,1.7,N/A,19.131,211.1,Online
3/20/2022 16:35,2.6,8.5,2.6,N/A,19.194,200,Online
3/20/2022 16:40,2.2,7.1,1.3,N/A,19.243,169.3,Online
3/20/2022 16:45,2.2,6.8,3.5,N/A,19.292,151.9,Online
3/20/2022 16:50,1.8,5,2.3,N/A,19.326,86.5,Online
3/20/2022 16:55,1.8,4.4,2.6,N/A,19.354,112.6,Online
3/20/2022 17:00,2,4.7,1.9,N/A,19.388,118.5,Online
3/20/2022 17:05,2,5.1,1.7,N/A,19.424,107.1,Online
3/20/2022 17:10,2,5,2,N/A,19.455,93.5,Online
3/20/2022 17:15,1.9,4.4,2,N/A,19.481,75.5,Online
3/20/2022 17:20,1.8,4,2.7,N/A,19.503,64.2,Online
3/20/2022 17:25,1.7,3.3,3.5,N/A,19.521,52.3,Online
3/20/2022 17:30,1.6,3,3.1,N/A,19.536,44.9,Online
3/20/2022 17:35,1.5,2.6,3.2,N/A,19.549,38.2,Online
3/20/2022 17:40,1.3,2.3,3.5,N/A,19.56,29.2,Online
3/20/2022 17:45,1.3,1.9,2.3,N/A,19.567,18.4,Online
3/20/2022 17:50,1.1,1.7,3.3,N/A,19.572,12.5,Online
3/20/2022 17:55,1.1,1.5,4.8,N/A,19.575,7.9,Online
3/20/2022 18:00,1,1.3,1.9,N/A,19.577,3.6,Online
3/20/2022 18:05,1,1.2,2.5,N/A,19.577,1.9,Online
3/20/2022 18:10,0.9,1.1,2.4,N/A,19.578,0.6,Online
3/20/2022 18:15,0.8,1,3.6,N/A,19.578,0.2,Online
3/20/2022 18:20,0.8,0.9,3.9,N/A,19.578,0,Online
3/20/2022 18:25,0.8,0.9,4.7,N/A,19.578,0,Online
3/20/2022 18:30,0.8,0.9,2.8,N/A,19.578,0,Online
3/20/2022 18:35,0.8,0.9,3.2,N/A,19.578,0,Online
3/20/2022 18:40,0.8,0.9,2.8,N/A,19.578,0,Online
3/20/2022 18:45,0.7,0.9,1.1,N/A,19.578,0.1,Online
3/20/2022 18:50,0.7,0.9,2.8,N/A,19.578,0,Online
3/20/2022 18:55,0.7,0.9,2.3,N/A,19.578,0,Online
3/20/2022 19:00,0.7,0.8,3.9,N/A,19.578,0,Online
3/20/2022 19:05,0.7,0.8,4.2,N/A,19.578,0,Online
3/20/2022 19:10,0.7,0.8,3,N/A,19.578,0,Online
3/20/2022 19:15,0.7,0.8,2.8,N/A,19.578,0,Online
3/20/2022 19:20,0.6,0.8,4.2,N/A,19.578,0,Online
3/20/2022 19:25,0.6,0.8,3,N/A,19.578,0,Online
3/20/2022 19:30,0.6,0.7,2.4,N/A,19.578,0,Online
3/20/2022 19:35,0.6,0.7,3.2,N/A,19.578,0,Online
3/20/2022 19:40,0.6,0.7,3.2,N/A,19.578,0,Online
3/20/2022 19:55,0.3,0.4,2,N/A,19.578,0,Online
3/20/2022 20:00,0.3,0.4,2.3,N/A,19.578,0.1,Online
3/20/2022 20:05,0.3,0.4,1.9,N/A,19.578,0,Online
3/20/2022 20:10,0.3,0.4,1.2,N/A,19.578,0.1,Online
3/20/2022 20:15,0.3,0.4,1.7,N/A,19.578,0,Online
3/20/2022 20:20,0.3,0.4,1.6,N/A,19.578,0,Online
3/20/2022 20:25,0.2,0.4,1.8,N/A,19.578,0,Online
3/20/2022 20:30,0.2,0.4,1.9,N/A,19.578,0,Online
3/20/2022 20:35,0.2,0.3,1.2,N/A,19.578,0,Online
3/20/2022 20:40,0.2,0.3,1.4,N/A,19.578,0,Online
3/20/2022 20:45,0.2,0.3,1.5,N/A,19.578,0,Online
3/20/2022 20:50,0.2,0.3,0.9,N/A,19.578,0,Online
3/20/2022 20:55,0.2,0.3,0.5,N/A,19.578,0,Online
3/20/2022 21:00,0,0.3,0.4,N/A,19.578,0,Online
3/20/2022 21:05,-0.1,0.2,1,N/A,19.578,0,Online
3/20/2022 21:10,-0.1,0.2,0.6,N/A,19.578,0,Online
3/20/2022 21:15,-0.1,0.1,0.8,N/A,19.578,0,Online
3/20/2022 21:20,0,0.2,1.5,N/A,19.578,0,Online
3/20/2022 21:25,-0.1,0.1,1.2,N/A,19.578,0,Online
3/20/2022 21:30,-0.1,0.1,0.6,N/A,19.578,0,Online
3/20/2022 21:35,-0.1,0.2,0.7,N/A,19.578,0,Online
3/20/2022 21:40,0.1,0.4,0.5,N/A,19.578,0,Online
3/20/2022 21:45,0.2,0.7,0.8,N/A,19.578,0,Online
3/20/2022 21:50,0.5,1,0.6,N/A,19.578,0,Online
3/20/2022 21:55,0.5,1,0.5,N/A,19.578,0,Online
3/20/2022 22:00,0.1,0.7,0.5,N/A,19.578,0,Online
3/20/2022 22:05,0,0.4,0.7,N/A,19.578,0,Online
3/20/2022 22:10,-0.1,0.3,0.4,N/A,19.578,0,Online
3/20/2022 22:15,-0.1,0.2,0.4,N/A,19.578,0,Online
3/20/2022 22:20,-0.3,0.1,0.5,N/A,19.578,0,Online
3/20/2022 22:25,-0.2,0.2,0.8,N/A,19.578,0,Online
3/20/2022 22:30,-0.1,0.3,0.5,N/A,19.578,0,Online
3/20/2022 22:35,-0.1,0.4,0.5,N/A,19.578,0,Online
3/20/2022 22:40,0,0.5,0,N/A,19.578,0,Online
3/20/2022 22:45,0,0.6,0,N/A,19.578,0,Online
3/20/2022 22:50,-0.1,0.6,0.4,N/A,19.578,0,Online
3/20/2022 22:55,0,0.7,0,N/A,19.578,0,Online
3/20/2022 23:00,0.3,0.8,0,N/A,19.578,0,Online
3/20/2022 23:05,0.2,0.9,0,N/A,19.578,0,Online
3/20/2022 23:10,0.7,1,0,N/A,19.578,0,Online
3/20/2022 23:15,0.7,1.2,0,N/A,19.578,0,Online
3/20/2022 23:20,0.4,1.2,0,N/A,19.578,0,Online
3/20/2022 23:25,0.6,1.2,0,N/A,19.578,0,Online
3/20/2022 23:30,0.6,1.1,0,N/A,19.578,0,Online
3/20/2022 23:35,0.8,1.2,0,N/A,19.578,0,Online
3/20/2022 23:40,0.5,1,0,N/A,19.578,0,Online
3/20/2022 23:45,0.7,1.1,0,N/A,19.578,0.1,Online
3/20/2022 23:50,0.3,1,0,N/A,19.578,0,Online
3/20/2022 23:55,0.6,0.9,0,N/A,19.578,0,Online
3/21/2022 0:00,0.4,1,0,N/A,0,0,Online
3/21/2022 0:05,0.3,0.9,0,N/A,0,0,Online
3/21/2022 0:10,1.7,1.3,0,N/A,0,0,Online
3/21/2022 0:15,1.8,1.9,0,N/A,0,0,Online
3/21/2022 0:20,1.4,2.1,0,N/A,0,0,Online
3/21/2022 0:25,1.3,2.2,0,N/A,0,0,Online
3/21/2022 0:30,1.7,2.1,0,N/A,0,0,Online
3/21/2022 0:35,0.9,1.6,0.4,N/A,0,0,Online
3/21/2022 0:40,0.9,1.5,0.6,N/A,0,0.1,Online
3/21/2022 0:45,0.4,1.1,0.4,N/A,0,0,Online
3/21/2022 0:50,0.1,0.9,0.4,N/A,0,0,Online
3/21/2022 0:55,0.2,0.8,0.4,N/A,0,0,Online
3/21/2022 1:00,0.1,0.7,0,N/A,0,0,Online
3/21/2022 1:05,0.1,0.7,0.7,N/A,0,0,Online
3/21/2022 1:10,-0.1,0.6,1,N/A,0,0,Online
3/21/2022 1:15,-0.2,0.4,0.5,N/A,0,0,Online
3/21/2022 1:20,-0.2,0.4,0,N/A,0,0,Online
3/21/2022 1:25,-0.2,0.4,0.5,N/A,0,0,Online
3/21/2022 1:30,-0.2,0.4,0,N/A,0,0,Online
3/21/2022 1:35,-0.2,0.5,0.4,N/A,0,0,Online
3/21/2022 1:40,-0.1,0.5,0.4,N/A,0,0,Online
3/21/2022 1:45,-0.2,0.5,0.6,N/A,0,0.1,Online
3/21/2022 1:50,-0.3,0.4,0.5,N/A,0,0,Online
3/21/2022 1:55,-0.3,0.3,0.6,N/A,0,0,Online
3/21/2022 2:00,-0.4,0.2,0.6,N/A,0,0,Online
3/21/2022 2:05,-0.4,0.2,0.4,N/A,0,0,Online
3/21/2022 2:10,-0.4,0.2,0,N/A,0,0,Online
3/21/2022 2:15,-0.4,0.2,0,N/A,0,0,Online
3/21/2022 2:20,-0.4,0.2,0,N/A,0,0,Online
3/21/2022 2:25,-0.4,0.3,0,N/A,0,0,Online
3/21/2022 2:30,-0.4,0.2,0,N/A,0,0,Online
3/21/2022 2:35,-0.4,0.3,0,N/A,0,0,Online
3/21/2022 2:40,-0.3,0.3,0.7,N/A,0,0,Online
3/21/2022 2:45,-0.3,0.3,0.4,N/A,0,0,Online
3/21/2022 2:50,-0.2,0.4,0.5,N/A,0,0,Online
3/21/2022 2:55,-0.2,0.3,0,N/A,0,0,Online
3/21/2022 3:00,0,0.5,0,N/A,0,0,Online
3/21/2022 3:05,0,0.6,0,N/A,0,0,Online
3/21/2022 3:10,1.1,0.9,0,N/A,0,0,Online
3/21/2022 3:15,1.1,1.2,0,N/A,0,0,Online
3/21/2022 3:20,0.3,1.2,0,N/A,0,0,Online
3/21/2022 3:25,-0.2,0.7,0.9,N/A,0,0,Online
3/21/2022 3:30,-0.4,0.3,0.9,N/A,0,0,Online
3/21/2022 3:35,-0.4,0.3,0,N/A,0,0,Online
3/21/2022 3:40,-0.5,0.3,0.6,N/A,0,0,Online
3/21/2022 3:45,-0.5,0.3,1,N/A,0,0,Online
3/21/2022 3:50,-0.4,0.5,0,N/A,0,0,Online
3/21/2022 3:55,0.4,0.8,0,N/A,0,0,Online
3/21/2022 4:00,0.6,1.3,0.4,N/A,0,0,Online
3/21/2022 4:05,1.2,1.8,0,N/A,0,0,Online
3/21/2022 4:10,0.3,1.6,0.5,N/A,0,0,Online
3/21/2022 4:15,-0.2,1.1,0.4,N/A,0,0,Online
3/21/2022 4:20,0.2,1.2,0,N/A,0,0,Online
3/21/2022 4:25,0.2,1.4,0,N/A,0,0,Online
3/21/2022 4:30,-0.1,1,0,N/A,0,0,Online
3/21/2022 4:35,-0.2,0.9,1.1,N/A,0,0,Online
3/21/2022 4:40,-0.3,0.5,1,N/A,0,0,Online
3/21/2022 4:45,-0.2,0.5,1.1,N/A,0,0,Online
3/21/2022 4:50,-0.3,0.4,0.4,N/A,0,0,Online
3/21/2022 4:55,-0.2,0.5,0,N/A,0,0,Online
3/21/2022 5:00,-0.3,0.6,0.5,N/A,0,0,Online
3/21/2022 5:05,-0.3,0.7,0.7,N/A,0,0,Online
3/21/2022 5:10,-0.3,0.7,0.7,N/A,0,0,Online
3/21/2022 5:15,-0.4,-0.1,1.3,N/A,0,0,Online
3/21/2022 5:20,-0.4,-0.4,0.4,N/A,0,0,Online
3/21/2022 5:25,0.1,0,0,N/A,0,0,Online
3/21/2022 5:30,-0.2,0,0,N/A,0,0,Online
3/21/2022 5:35,-0.4,-0.3,0.7,N/A,0,0,Online
3/21/2022 5:40,-0.4,-0.4,0,N/A,0,0.1,Online
3/21/2022 5:45,-0.5,-0.3,0,N/A,0,0.2,Online
3/21/2022 5:50,-0.2,-0.1,0,N/A,0,0.4,Online
3/21/2022 5:55,-0.4,-0.3,0,N/A,0,2.5,Online
3/21/2022 6:00,-0.5,-0.3,0,N/A,0.001,4.1,Online
3/21/2022 6:05,-0.6,-0.3,0,N/A,0.003,5.5,Online
3/21/2022 6:10,-0.3,-0.1,0,N/A,0.005,7.9,Online
3/21/2022 6:15,-0.3,0.1,0,N/A,0.008,11.9,Online
3/21/2022 6:20,0.1,0.4,0,N/A,0.012,14,Online
3/21/2022 6:25,-0.2,0.4,0,N/A,0.017,17.7,Online
3/21/2022 6:30,-0.4,0.3,0,N/A,0.023,19.4,Online
3/21/2022 6:35,-0.4,0.2,0,N/A,0.029,17.8,Online
3/21/2022 6:40,-0.3,0.1,0,N/A,0.034,18.2,Online
3/21/2022 6:45,0,0.4,0,N/A,0.041,24.5,Online
3/21/2022 6:50,-0.1,0.7,0,N/A,0.05,34.8,Online
3/21/2022 6:55,-0.1,1.1,0,N/A,0.063,50.8,Online
3/21/2022 7:00,-0.1,1.3,0.7,N/A,0.082,75.2,Online
3/21/2022 7:05,0,1.8,0,N/A,0.11,105.4,Online
3/21/2022 7:10,0.2,2.8,0,N/A,0.148,136.4,Online
3/21/2022 7:15,0.6,4,0,N/A,0.197,183.6,Online
3/21/2022 7:20,1.6,5.8,0,N/A,0.26,251.5,Online
3/21/2022 7:25,2.4,7.6,0,N/A,0.332,251.7,Online
3/21/2022 7:30,2.7,8,0.6,N/A,0.402,184.5,Online
3/21/2022 7:35,1.8,6.8,0.8,N/A,0.451,136.4,Online
3/21/2022 7:40,1.3,5.9,0.7,N/A,0.492,126.5,Online
3/21/2022 7:45,1.1,5.2,1,N/A,0.53,124.9,Online
3/21/2022 7:50,0.9,4.7,1.1,N/A,0.571,129.4,Online
3/21/2022 7:55,1,4.7,0.5,N/A,0.612,137.9,Online
3/21/2022 8:00,1.3,5.4,0,N/A,0.655,138.1,Online
3/21/2022 8:05,1.6,5.9,0.6,N/A,0.698,137.8,Online
3/21/2022 8:10,1.6,6,0,N/A,0.74,137,Online
3/21/2022 8:15,1.9,6.4,0,N/A,0.783,138.5,Online
